title,summary
그림으로 설명하는 개념 쏙쏙 통계학,"어려운 통계학 용어 때문에 문턱에서 좌절하기 쉬운 일반인을 위해 그림이나 만화로, 알기 쉬운 편집으로 통계학의 개념을 설명한다. 단계별로 통계학을 설명하는 이 책은 기술통계학, 수리통계학의 구분 후 수리통계학에서 파생된 추측통계학, 다변량 해석 같은 분류부터 시작하여 통계적인 검정, 회귀분석, 판별 분석 등 각종 통계학 용어가 낯설지 않도록 설명과 공식, 사례를 충분하게 들어 초중고생의 기초 수학 학습에도 도움이 된다. 특히 내용 중간 중간에 통계학의 발전에 영향을 끼친 불레즈 파스칼이나 나이팅게일 같은 주요 인물에 대한 스토리를 소개하고, 실생활 속에 중요해진 통계학을 요소요소에 배치하여 재미를 더한다."
10억 년 전으로의 시간 여행,"서울대학교 지구환경과학부 명예교수인 저자의 한반도 형성사와 관련한 지난 40여 년 간의 연구를 담아낸 책이다. <내가 사랑한 지구>가 지질학의 역사와 지질학의 핵심 이론인 판구조론을 다뤘다면, 이 책은 그 후속으로 우리가 살고 있는 한반도의 땅덩어리가 어떻게 만들어졌는지를 담고 있다. 한 지질학자의 연구를 통해 한반도의 역사는 물론, 지질학이란 무엇이며, 지질학자의 역할과 고뇌까지 함께 들여다볼 수 있다."
악안면 성형 재건 외과학,"2009년 제 2판을 발행하였고, 학문적인 발전에 따라 추가 집필해야 될 부분을 보완하고, 더 좋은 사진과 그림으로 보완하고자 제 3판을 기획하여 새로운 출판사에서 책을 선보이게 되었다."
내 몸 안의 질병 원리 병리학,"병리학에 대해 쉽고 재미있게 풀어 쓴 해설서. 병리학은 무얼 연구하는 학문이며 어디에 쓰이는지를 상세히 안내하였고, 전체 내용을 ‘질병 총괄편(1부)’과 ‘각 장기별 질환편(2부)’으로 나눔으로써 인체 질병의 시스템을 원리부터 세부 질환까지 차근차근 이해할 수 있도록 하였다. 또한 전공자를 위한 전문 지식과 비전공자를 위한 건강 상식을 골고루 수록하였다."
프랑스 아이의 과학 공부,"과학은 삶과 무관한 문제에 대한 해법의 제시라고만 생각했던 열여섯 살 손녀 클라라와, 과학의 명료함이 좋아 평생 물리학자로 살면서 철학과 문학을 좋아하는 할아버지가 나누는 즐거운 과학 이야기. 저명한 물리학자인 할아버지가 손주에게 자유롭고 열려 있는 대화로 과학의 드넓은 세계를 소개하고 있다. 과학의 정의, 간략한 과학의 역사, 다양한 과학의 분야들, 과학이 문학.예술 그리고 사람의 삶과 어떻게 관계를 맺는지 등에 대한 둘의 대화는 독자를 작은 통섭의 세계로 안내한다.

저자는 오늘날 프랑스에서 가장 뛰어난 과학 문화의 안내자로 통한다. 역사와 문학과 철학이 함께하는 과학 이야기를 손녀 클라라에게 풀어놓는다. 다소 무겁고 지루할 수 있는 내용도 역사적 설명이나 문학과 철학과 연계하여 입체적으로 설명한다. 과학자답게 객관성과 엄정성을 끊임없이 추구하면서도 특정 사안에 대해서는 주관적인 견해도 자유롭게 밝히고 있다. 할아버지와 정답게 나누는 대화 속에서 과학의 학습과 과학의 실제 사이에 있는 거리감을 좁힐 수 있다. 한국의 김희준 교수가 해제 글을 써서 이 책의 글맛을 한층 높였다."
농업과 먹거리의 정치경제학,"2013년 현재 우리나라의 곡물 자급률은 23.1%이다. 그나마 주곡인 쌀의 자급률이 높아 체감도가 낮았지만, 2008년 세계적인 식량 위기와 그로 인한 식량 무기화 가능성을 겪은 적이 있다. 2015년 현재 세계적인 기상 이변으로 인한 흉작 가능성에 대한 보도가 나오고 있고, 앞으로 이러한 가능성은 높아질 거라고 예상하고 있다.

현재 우리는 핸드폰과 자동차를 수출해서 번 돈으로 농산물을 수입하면 된다고 생각하고 있다. 하지만 곡물 수출국은 몇 개국으로 한정되어 있고, 그것도 다국적기업인 몇 개의 곡물메이저가 좌지우지하고 있다. 그리고 흉작이나 생산 부족 사태가 일어나면 곡물에 대한 수출 규제가 이루어질 수 있다. 이는 돈이 있다고 해도 마음대로 사올 수 없는 상태가 되는 것이다.

지금의 세계 기아 문제는 먹거리 부족 때문이 아니라 농업의 무역 자유화에 따른 농업 생산 구조의 문제와 가난한 나라에서 식량을 살 돈이 없어서 그렇다고 볼 수 있다. 그런데 돈이 있어도 마음대로 사올 수 없는 상황이 된다면, 현재 우리나라의 곡물 자급률로 어떻게 그런 상황을 대처해 나갈 수 있을까? 그때도 핸드폰과 자동차를 수출해서 농산물을 수입해 오면 된다고 말할 수 있을까?

현재, 우리의 먹거리와 농업 문제는 물음표가 많이 붙어 있는 상황이다. 그런 상황에서 필요한 것은 현실을 직시하고 그에 대한 대안이나 해결책을 모색하는 일일 것이다. 이번에 출간된 <농업과 먹거리의 정치경제학>은 현대의 농업 문제가 발생하게 된 배경을 역사적, 구조적으로 분석하고, 농업 문제를 해결하기 위한 대안을 모색하고 있다. 따라서 이 책은 많은 물음표가 붙어 있는 우리의 먹거리와 농업 문제에 대해 나름의 느낌표를 줄 수 있는 교양서로서 의미가 있다."
2015 전산응용(CAD)기계제도 실기 출제도면집,본 CED(Creative Engineering Drawing)는 기존의 PED보다 훨씬 잘 다듬어진 내용과 기하공차부분이 실무적으로 대폭 강화되었을 뿐만 아니라 과제도면과 해답도면 그리고 모델링까지모두 새롭게 구성되었다.
무리수,"무리수는 고대 그리스인들에 의해 발견되었지만 19세기가 되어서야 비로소 적절하게 이해되고 엄밀하게 정의되었다. 그리고 오늘날까지도 무리수를 둘러싼 신비는 모두 밝혀지지 않았다. 이 주제에 관한 최초이자 포괄적인 책 『무리수: 헤아릴 수 없는 수에 관한 이야기』에는 고대부터 21세기에 이르기까지 무리수와 그것에 관한 문제에 맞서 싸운 수학자들에 관한 이야기가 담겨 있다.

실변수 미적분학과 이와 관련된 극한과 급수에 익숙한 독자들을 위해 쓰였지만, 수학적 훈련이 조금 덜 되어 있더라도 호기심과 열정이 대단한 독자들도 충분히 읽어낼 수 있을 만큼 흥미롭고 알기 쉽게 서술되었다. 오랜 기간 수학을 가르쳐 왔던 저자가 소개하는 수학의 근본 아이디어들을 따라가다 보면, 무리수의 역사를 이루는 여러 결과들 가운데 몇 가지 중요한 내용에 관해 상세히 알게 될 것이며, 순수 수학 발전 과정에서 무리수가 얼마나 중요한 위치를 차지하는지 파악할 수 있을 것이다."
잡스가 워즈워드의 시를 읽는 이유는,"기본적으로 ‘융합’이란 무엇인가에 초점이 맞춰져 있다. 저자는 과학자이면서 역사학자, 학자이면서 행정가, 그리고 여자이면서 엄마라는 언뜻 상반되어 보이는 역할과 경험들을 토대로 독자들이 관심 있어 하는 주제를 융합적으로 설명해보려고 시도했다. 한마디로 규정짓기 힘든 저자의 이런 독특한 융합적 환경을 기반으로 와인, 축구, 도서관, SF영화, 미술, 음악, 전통문화재, 도시, 미디어아트, 연극, 범죄수사라는 주제들이 때로는 과학자의 입장에서, 때로는 여자의 입장에서 질문되고 설명되고 있다."
미스터리 사이언스,"<파퓰러사이언스>의 ‘미스터리 과학의 세계’에 연재되었던 것으로 독자들의 관심과 논란의 중심에 있었던 글만을 모아 책으로 엮었다. 2004년 12월 동남아시아를 강타해 약 30만 명의 사상자를 낸 쓰나미가 알래스카에 있는 하프에서 미국이 수행한 모종의 실험 결과라면? 그리고 하프가 세계 기후를 마음대로 조종할 수 있는 가공할 만한 무기라면? 많은 사람들이 여러 가지 근거로 의혹의 시선을 보내고 있는 미국 정부와 하프를 둘러싼 미스터리로부터 시작한다.

그리고 지금 우리 시대의 무수한 미스터리들, 즉 특정 형질의 사람들만을 살상하는 유전자 무기, 소행성 충돌로 종말을 맞을지도 모를 지구의 운명, 환경호르몬 때문에 야기되고 있는 수컷의 암컷화, 외계인의 지구인 납치와 정체불명의 괴생명체들, 9번 교향곡의 저주, 외계인의 실체와 지구인 납치의 수수께끼 등에 대해 음모론자와 과학자, 신비론자들이 끊임없이 의문을 제기하는 진실공방을 흥미롭게 다루고 있다."
