title,summary
칸토어가 들려주는 집합 이야기,"우리는 일상생활 속에서 다양한 집합들을 만날 수 있다. 수많은 책들을 조목조목 분류하여 깔끔하게 정리해 놓은 서점, 뒤죽박죽이던 자료를 하나의 폴더로 깔끔하게 정리하는 컴퓨터가 그 좋은 예이다. 수학 시간에 생각 없이 받아들였던 집합을 일상 속에서 만나고 그 안의 원소를 찾아보면서 집합 개념을 이해한다.

칸토어가 직접 집합과 원소의 개념, 그리고 그것을 나타내는 기호들을 설명하고 똑같은 집합을 원소 나열법과 조건 제시법으로 다르게 표현하는 방법을 알려 준다. 또한 벤다이어그램을 통해 집합 사이의 포함 관계를 알기 쉽게 나타내 보고 이를 통해 부분집합의 개념을 이해할 수 있다.

집합의 종류뿐 아니라 교집합과 합집합, 차집합과 여집합 등 집합의 연산에 대해서도 가르쳐 준다. 이를 통해 집합과 수학의 관계를 알아보고 생활 주변에서 흔히 만날 수 있는 집합에 대한 개념을 수학적으로 확실하게 심어준다."
고양이 도감,"흥미로운 고양이의 세계로 이끌어 주는 안내서이다. 전 세계 51종의 고양이들이 한자리에 모여 각각의 개성과 아름다움을 자랑한다. 이들의 역사와 유래, 성격 등을 따라가다 보면 고양이들도 사람과 마찬가지로 다양한 생김새와 성격을 지니고 있음을 알게 될 것이다."
공룡,"<뉴욕타임즈> 베스트셀러 ""포티큘러 북(움직이는 책)"" 시리즈. 이제껏 어디서도 보지 못했던 포티큘러 기법을 통해, 이제 우리는 공룡의 세계로 여행을 떠난다. 무시무시한 이빨을 지닌 티라노사우루스와 평원을 가로지르는 거대한 사우로포세이돈, 날카로운 뿔을 휘두르며 싸우고 있는 트리케라톱스까지. 모두 여덟 종류의 공룡들이 3D 영화에서처럼 움직이며 우리를 맞이한다."
다윈의 정원,"진화론에서 피어난 새로운 지식과 사상들을 소개하며 이제는 과학이 21세기의 인간학이 될 것이라고 역설한다. 전작인 <다윈의 서재> 및 <다윈의 식탁>에서 간간이 드러나던 장대익 교수의 문제의식은 이 책에서 구체화되어 하나의 독자적인 이론으로 정립되고, 지식의 최전선에서 우리 사회를 통찰하는 새로운 관점을 제공하는 다윈 삼부작도 이로서 마무리된다.

왜 과학적 인간학이 필요한가? 과학과 인문학의 진정한 융합은 가능한가? 이 책에서 장대익 교수는 진화학자이자 과학철학자라는 융합적 학자로서의 면모를 드러내며 지금 우리가 맞닥뜨리고 있는 질문들에 대답한다. 먼저 1부에서는 진화론의 관점에서 인간을 재정의하는 진화적 인간학이 제시된다. 여기서 진화론은 동식물에 대한 학문(생물학)을 넘어 인간(인문학) 및 인공물(문화)를 포섭할 수 있는 이론으로 확장된다. 진화적 인간학의 응용편이라고 할 수 있는 2부에서는 사회학, 성학, 종교학, 도덕심리학, 심신 이론, 그리고 혁신론에 대해 고찰하며, 기존 학문들과는 다른 관점에서 인간의 본성에 대한 새로운 측면들을 드러낸다."
Handbook of Internal Medicine,"방대하면서도 시시각각 변화하고 발전하는 내과학의 정보를 단 한 권의 책으로 정리하였다. 내과 주치의로서 반드시 알아야하는 진료지침, 가이드라인을 빠짐없이 수록하고자 하였고, 전공의 시절의 경험도 최대한 반영하였다. 이번 제7개정판에서는 Harrison 내과학 제19판을 기본으로 하여, 각 내과 분과의 주요학회, 연수강좌, 최근 발표논문까지 총망라하여 최신의 가이드라인과 진료지침으로 수정.보완하였다."
"세포, 생명의 마이크로 코스모스 탐사기","생물학은 볼 수 없는 것을 관찰하고 이해하는 과정에서 구성된 과학이다. 생물학은 현대에 대단한 성공을 거두고 있는 것처럼 보이는 과학 분야 대표주자이지만, 비로소 세포를 제대로 이해할 수 있는 틀이 된 ‘세포 이론’이 19세기 중반에서야 정립되었다. 발견 이전에 선결되어야 할 기술적 난관이 많았을 뿐만 아니라 하나의 공식으로 수렴하지 않는 생명현상의 복잡성 때문이었다.

이 책은 오늘날 현 시점까지 밝혀진 세포에 관한 지식이 어떻게 발견되고 확정되었는지를 다루는 ‘세포 연구의 연대기’에 가까운 책이다. 세포 연구를 통해 성립된 생물학의 역사와 그 과정에서 집적된 생물학 지식을 토대로 하지만, ‘연구’에 방점을 두고 집필되었다. 다시 말해 어떤 발견이나 사실이 생물학 지식으로 확정되고 공인되기까지 과정을 보여주는 데 주력했다.

생물학 교양서를 이와 같은 방식으로 저술하고자 했을 때 동시에 고려했던 또 다른 요소는 오늘날 과학에 공통적으로 내포된 ‘빅 사이언스’로서의 경향성을 보이는 것이었다. 광학.전자현미경(광학), 세포 염색 기술(화학), 원심분리기술(축산)이 도입된 덕분에 생물학의 초기 모습이 갖춰질 수 있었다. 처음부터 다학제적이었다. 입자물리학 분야에 거대 가속기가 있다면, 생물학 분야에는 원심분리기, 염기서열 분석기, 각종 시약, 실험도구, 실험생물이 동원된다. 기본적으로 생물학을 포함하여 현대 과학은 거대 학문인 것이다."
물리학은 처음인데요,"수식과 도표 없이 오직 글로만 쓰인, 보통 사람들을 위한 물리학 입문서다. 물리학 지식이 백지에 가까운, 물리학과 특별한 인연이 없던 사람들도 쉽게 읽어 내려갈 수 있는 책이다. 이 책을 읽은 김상욱 교수는 “완전히 어깨에 힘을 빼고 물리 철학의 핵심만 이야기”한 책이라며 “물리 책에 대한 상식”에 도전한 책이라고 추천했다.

이 책은 고전물리학의 탄생 배경과 물리학 분야에 혁명을 일으킨 상대성이론과 양자론이 성립되는 과정까지 흥미롭게 들려준다. 그렇다고 해서 물리학 역사를 개괄한 책으로 보면 오산이다. 저자는 “우리 눈에 보이는 세계가 진짜”냐는 도발적인 질문을 던진다. 사실 이것은 물리학의 궁극적인 질문이기도 하다. 물리학은 아주 오랜 시간, 보이는 것 너머에 있는 진실을 알아내기 위해 고군분투해 왔다. 그 과정에서, 물리적 세계에서 인간이 어느 위치에 있는지 돌아보게 했다. 이런 점에서 물리학은 인문학적이다."
만약에 과학 : 우주,"유튜브 구독자 수 27만 명, 누적 조회 수 1,300만 회. 과학에 대한 엉뚱하고 신박한 주제로 구독자들을 사로잡은 국내의 대표적인 과학 유튜브 ‘Minos’가 책으로 나왔다. 어릴 적 상상했던 재기발랄한 질문들, 보기만 해도 궁금증이 생기는 엉뚱한 질문들이 가득하다.

‘만약에 OO 한다면?’으로 시작된 상상과 호기심은 과학, 우주를 넘어서 일상을 보는 관점 자체를 바꾼다. 유튜브에서 가장 높은 조회 수를 얻은 질문부터 어디에서도 보지 못한 질문들까지, 우주 과학에 대한 46가지 주제를 이해하기 쉽고 재미있게 그림과 함께 설명하여 우주에 더 깊이 이해할 수 있을 것이다."
영양제 처방가이드,의약계에서 국민 건강보호 차원에서 무분별한 선택과 남용을 바로잡기 위해 병의원 의사와 약국의 약사의 전문적인 상담능력 향상이 어느 때보다도 더욱 필요하게 되었다. 이러한 현실에서 보다 나은 병원에서의 진료할 때와 약국에서의 약 상담을 할 때 영양제 상담을 위해 일차진료아카데미 영양제 처방가이드를 집필하게 되었다.
우주 덕후 사전 1 : 덕후력 기초,"우리가 사는 태양계, 우리은하, 별과 성운, 빅뱅과 블랙홀, 우주의 탄생과 종말 등, 우주에 관한 가장 핵심적인 사항 '우주 에센스 200개'를 엄선해 문답 형식으로 쉽고 재미있게 풀이한 책으로, 최근의 연구성과와 최신 사진 자료를 활용하면서 최적화된 설명을 한 사전인 동시에 그 자체로 현대 천문학의 얼개를 파악할 수 있도록 한 우주 입문서이기도 하다.

1권 덕후력 기초 편에서는 지구, 달, 태양, 태양계, 암석형 행성, 가스형 행성, 소행성, 혜성에 대한 모든 궁금증을 완벽하게 해결한다. 차 안에서든 여행지에서든, 어디를 가든 늘 손에 들고 다니면서 부담없이 읽을 수 있도록 작은 판형에 다양한 볼거리, 읽을거리들을 담았다. 어느 쪽을 펴고 어디를 읽어도 재미있게 우주를 즐길 수 있을 것이다."
