title,summary
이것이 목조주택이다 세트 - 전2권 (골조편 + 마감편),"<목조주택_ 골조편>에서는 목조주택이 어떤 방식으로 어떤 과정을 거쳐 지어지는지 실제 목조주택이 지어지는 과정을 옆에서 지켜보듯 기록했고 독자들이 이해하기 쉽게 사진을 많이 수록했다. 목조주택 골조는 세로의 작업이자 세움의 작업이다.

또한 목조주택은 조립식주택의 시스템일 수밖에 없다. 목조주택에 사용하는 부재가 모두 규격화되어 있기 때문이다. 목조주택으로 행복한 집짓기를 하려면 목조주택의 메커니즘(mechanism)을 알아야 한다. “목조주택에도 원리도 있다. 그 원리가 이 책에 있다.”

<목조주택-마감편>에서는 목조주택에 사용하는 자재나 재료들의 디테일을 다뤘다. 목조주택 초창기 외장재는 비닐사이딩이었으나 지금은 시멘트사이딩, 조적, 스타코플렉스까지 다양해졌고 지붕 역시 아스팔트슁글 일색에서 스패니쉬 기와나 징크를 올리면서 주택의 표정이 훨씬 밝고 화사해졌다. 집 내부에도 벽지 일색이던 마감재에서 루버로 마감한다든지 거실 천장을 중목구조로 나무가 그대로 노출되도록 해 나무의 따뜻함을 통해 심리적 안정감을 느끼게 한 것이 좋은 예이다.

하우징페어에 다니며 집에 대한 카달로그만 수집할 것이 아니라 집이 집으로서의 기능에 적합한 공법이 뭔지 전문적인 지식을 습득할 수 있어야 한다. 예비건축주들의 집에 대한 치열한 고민을 기대한다."
고슴도치도 제 새끼는 함함하다 한다지?,"우리말에 깃든 생물이야기 세 번째 시리즈. 우리말과 그 속에 담긴 생물들의 연관 관계를 풍부한 과학 지식과 더불어 저자의 생생한 경험까지 녹아내어 재미있고 알기 쉽게 설명한다. 더욱이 오랜 시간 생물을 관찰하고 그 모습을 정확히 전달하는 생물학자는 어느새 우리말 사용의 달인이 된 것 같다.

“수천 마리의 누에들이 ‘방귀 잎’을 무쩍무쩍 갉아 먹을 때 내는 사각사각 소리가 꼭 가랑비 소리 같다.”
눈과 귀를 동시에 자극하며 누에들을 직접 독자의 눈앞에 가져다놓는 저자의 필력이 놀랍기만 하다. ‘뽀르르 나무 타기를 한다’‘앙바틈한 오리처럼’‘ 얄랑얄랑 나뭇잎 소리’ 등 적재적소에 딱 맞는 우리말을 사용하여 속담, 고사성어, 관용구에 깃든 생물 이야기를 설명해주니 귀에 쏙쏙 들어온다."
중세의 과학,"중세 과학은 철학과 신학의 시녀였는가? 중세 과학을 재평가하는 입문서이다. 서양 중세는 과연 무지몽매한 암흑기였을까? 서구에서 로마의 세력이 확장되면서 그리스 과학은 거의 자취를 감췄지만 이슬람 학자들의 번역 활동이 과학을 보존했다.

유럽에서는 이 아리스토텔레스 전통 물리과학을 이어받아 곳곳의 대학을 중심으로 성과를 이뤘지만 그것을 이단으로 바라보는 신학이 걸림돌이었다. 중세 자연철학자들은 신학과의 갈등과 타협을 통해 자연의 실재에 대한 해석을 펼쳤다. 중세의 과학은 이후의 과학 혁명과 어떤 연속성과 단절점을 가질까? 중세 과학의 놀라운 업적과 한계를 꼼꼼하게 짚어 내는 책이다."
"야생의 몸, 벌거벗은 인간","인간은 세균과 기생충이 가득한 야생에서 진화했다. 인간의 몸은 서로 다른 수백 가지의 종들에 의지해 살고 있다. 그리고 그 각각의 종들을 잘 활용하는 방식으로 설계되었다. 그러나 ‘청결한 생활’은 우리에게 많은 이득을 가져다주었지만 인류가 이전에는 전혀 경험해 보지 못한 또 다른 위험에 빠트리기도 한다.

이 책의 저자 롭 던은 최근 선진국 사회에서 급증하고 있는 자가면역질환 중에서도 고통이 가장 심한 질병인 크론병을 예로 들며, 그 원인과 치료법에 대해 그의 생물학적 지식과 광범위한 연구 결과들을 바탕으로 새로운 가능성을 제시하고 있다. 우리나라에서도 최근 10년간 환자수가 4배 이상 급증하고 있는 염증성 대장질환 크론병에 대해 주류의사들은 서구식 식습관과 흡연 등이 원인이라고 말한다.

이 병이 처음 발병한 서구 선진국 사회에서 유행병처럼 번지고 있기 때문에 ‘그냥 그렇게 추측하는 것’ 뿐이다. 그러나 흡연이나 식습관은 이 병을 악화시킬 뿐 근본적인 원인은 되지 못한다. 크론병의 전제조건이 되는 것은 경제발전, 풍족함, 도시화, 부처럼 우리가 현대적이라고 여기는 것들이다. 이전에 인도와 중국에는 이 병이 없었지만 최근에는 일부에서 나타나고 있다."
토종 곡식,"농부가 세상을 바꾼다! 귀농총서 32번째 책. 이 책은 이대로 가다가는 정말 사라질지도 모르는, 현역 농부들의 노하우를 담은 책이다. 역시 농부인 저자들이 이 땅 구석구석을 찾아다니며 토종 곡식을 기르고 먹는 농부들을 만나 이야기를 들었다.

할머니 농사꾼들이 대부분이지만, 그중에는 도시에 좋은 먹을거리를 공급한다는 마음으로 토종 곡식을 기르는, 아직 젊은 농부들도 있다. 착하고 끈기 있는 농부들은 토종 곡식을 어떻게 잘 기르고, 잘 먹는지 등 긴 세월 쌓은 지식을 아무 아낌없이 퍼준다. 실용적인 지식을 담았지만, 가만히 들여다보면 토종 곡식과 어우러진 농부의 삶 이야기가 가득하다."
융합이란 무엇인가,"미래 융합 아카데미 총서 1권. 서울대학교 생명 과학부와 과학사 및 과학 철학 협동 과정의 교수로 재직하고 있는 홍성욱 교수가 엮은 이 책은 융합 연구의 중요성뿐만 아니라 잠재적 위험성까지 종합적으로 봐야 한다는 문제 의식을 공유한 국내 소장 학자 8인의 융합 논의를 담고 있다. 모든 융합의 기초가 되는 ‘지식 융합’의 본질을 역사적, 철학적, 사회학적, 정책적, 자연 과학적 관점 등으로 다양한 각도에서 조망하고 있는 이들의 연구는 융합을 이해하는 통합적인 설명 체계와 모델을 제공해 줄 것이다.

홍성욱 교수를 비롯해, 박상욱 숭실 대학교 행정학부 교수, 박형욱 울산 과학 기술 대학교 기초 과정부 교수, 변학문 한국 산업 기술 대학교 강사, 임종태 서울 대학교 화학과 교수, 장대익 서울 대학교 자유전공학부 교수, 장하원 서울 대학교 과학사 및 과학 철학 협동 과정 박사 과정, 전진권 한양 대학교 강사, 최형섭 서울 대학교 재료 공학부 교수 같은 과학 기술학 분야의 기라성 같은 소장 학자들이 참여했다."
2050 미래쇼크,"과학자이자 구겐하임 연구원인 로렌스 C.스미스는 인구 통계, 천연 자원 수요, 세계화, 기후 변화, 이 네 가지 지구적 힘의 동향이 앞으로 40년간 계속 이어진다고 가정했다. 이 가정에 따르면 미국을 포함해서 북극권 8개국은 갈수록 부유해지고 강력해지며 정치적으로 안정되는 반면, 적도에 가까운 나라들은 물 부족, 인구 노령화, 치솟는 에너지 가격, 해안 침수로 큰 타격을 입게 된다.

그의 설명에 따르면 2050년에는 세계 인구가 절반가량 더 늘고 더운 저위도 지방을 중심으로 북적이는 도시군을 이루게 된다. 중국, 인도, 브라질이 새로운 경제 강국과 자원 소비국으로 부각되고, 사람들은 도시에 모여 살며 평균 연령과 재산이 늘어난다. 수자원 문제와 예기치 못한 자연재해로 고통을 겪거나 바다와 싸우는 지역이 많아지고, 어떤 지역은 관개 농업을 완전히 포기하고 국제 무역에 전적으로 의존해 에너지와 가상수를 소비하게 된다.

이 책을 통해 저자가 그려낸 2050년 세상에 대한 밑그림을 보면 기후 변화로 말미암은 지각의 변동뿐만 아니라 그 땅 위에서 살아가는 인간 사회의 변동 또한 충격적으로 묘사된다. 미국은 여전히 강국이지만 오늘날처럼 절대적이지 않으며 브릭스(브라질, 인도, 러시아, 중국) 나라들이 부상하면서 세계의 경제 지형이 바뀐단다. 현재 인구 1000만이 사는 대도시는 일본의 도쿄와 미국의 뉴욕 지대가 대표적이지만 2025년이 되면 인도의 뭄바이와 델리, 방글라데시의 다카, 브라질의 상파울루, 중국 상하이 등이 거대도시 대열에 합류하게 된다."
이인식의 멋진과학 1,"지식융합연구소 이인식 소장이「조선일보」‘why?’에 연재한 칼럼이 두 권의 책으로 묶여 나왔다. 『이인식의 멋진과학』은 나와 현상을 인식하고 미래를 설계하는 200가지 아이디어를 제공한다. 이를 통해 독자는 과학기술이 교과서에 갇혀 있는 딱딱한 이론이 아니라 우리의 삶에 도움을 주는 생활필수품 같은 존재라는 사실을 확인할 수 있을 것이다. 저자는 과학은 멀리 있지 않다고 강조한다.

각 칼럼에는 해외의 최신 과학 정보가 서너 쪽에 걸쳐 압축적이고 간결하게 담겨 있다. 또한 여기에 등장하는 인물들은 대부분 세계 지식의 최전선에서 맹활약하는 학자들로서 앞으로 미래 지식 융합 사회를 이끌어 갈 주역들이다. 이 책에는 400명에 가까운 인물이 등장하는데, 가장 젊은 축에 속하는 벨기에 심리학자 조디 큐오이드바흐는 1981년생이다."
세상이 가둔 천재 페렐만,"아스퍼거 증후군을 이겨내고 100년의 난제를 푼 뒤 교수직도, 100만 달러의 상금도, 필즈상도 거부하고 사라진 수학자 그리고리 페렐만 이야기. 이 책은 선천적 장애에도 불구하고 100년의 난제를 해결하여 이 세기 최고의 수학자로 등극한 한 젊은 천재가 그 업적을 어떻게 달성할 수 있었는가, 위대한 수학자 그리고리 페렐만을 만들어낸 주변 환경과 주변 사람들은 어떠했는가를 추적했다.

옛 소련에서 태어나 수학 영재 교육을 받았으며 현재 러시아와 미국에서 저널리스트 겸 작가로 활동하는 이 책의 저자 마샤 게센은 그리고리 페렐만에 관한 세 가지 의문을 품었다. 페렐만의 정신에 어떤 특징이 있기에 유독 그만이 푸앵카레 추측을 풀 수 있었을까? 그는 왜 성공 후 수학계는 물론 세상마저 등졌을까? 그리고 왜 상금 100만 달러를 계속 거절할까?

하지만 칩거한 채 지인들과의 접촉마저 거부하는 페렐만을 인터뷰할 수 없었던 게센은 페렐만의 은사들과 친구들, 그리고 푸앵카레 추측에 관한 전문가들을 인터뷰하여 '천재 수학자이자 괴짜로 불리는 인간 그리고리 페렐만'을 재구성했다. 책은 '상상 속으로 달아나다'부터 '100만 달러짜리 질문'까지 모두 11장으로 구성되었다."
우리가 먹고 사랑하고 혐오하는 동물들,"우리에게 동물이란 무엇인가. 인류동물학의 권위자인 할 헤르조그는 애완동물에 대한 사랑에서부터 고기를 즐기는 성향, 낚시, 사냥, 투계, 동물 학대, 동물을 의약 혹은 화장품 실험에 사용하는 것 등 인간과 동물의 관계의 모든 스펙트럼을 탐구한다. 주로 공장식 축산의 비인도적 실상을 고발하거나 육식에 문제를 제기하는 데 집중하는 많은 책들과 달리, 이 책에서는 인간과 동물과의 관계를 매우 포괄적으로 다루면서, 동물에 대한 태도를 처음부터 다시 생각하게 만드는 사례와 쟁점들을 제시한다는 점에서 새롭다.

이 책에서는 동물에 대한 인간 사고의 비일관성, 그리고 동물과의 관계에서 발생하는 딜레마들 외에도, 애완동물 사랑은 생물학적 본성이라는 주장에서부터 애완동물은 사회적으로 구성된 기생물이라는 주장에 이르기까지 애완동물 키우기에 대한 다양한 진화론적 설명을 제시하기도 하고, 인기 있는 애완견 품종의 유행은 유행하는 옷이나 히트송처럼 대중을 맹목적으로 따르는 우리 경향의 결과임을 보이기도 한다.

또한 도그쇼 경연장, 애완견을 잘못 선택하는 파탄에 빠진 어느 가정, 병적으로 동물을 사랑해 감당할 수 없는 수의 동물을 키우며 고통을 안겨주는 애니멀 호더의 집 등을 찾아가 보고 겪은 일들을 한 편의 르포르타주처럼 생생한 필치로 펼쳐놓으며 관련 연구와 쟁점을 소개한다. 데이트 신청을 하려면 강아지를 데려가는 게 성공 가능성을 높여준다든가, 영화에서와 달리 애완견은 보통 주인이 위험에 처해도 꿈쩍도 안 한다든가 하는, 심리학과 생물학에 별다른 배경지식이 없는 독자라도 빠져들게 만드는 이야기도 가득해서 재미있게 읽을 수 있다."
