title,summary
행복한 크리스마스 장식,"크리스마스 장식 만들기 책이다. 책 속의 종이를 떼어 오리고 접고 붙이기만 하면 예쁜 고리, 눈송이, 아기 천사, 하트, 별, 모빌이 뚝딱 만들어진다. 아이들에게 가장 인기 있는 고리는 만3, 4세들도 충분히 만들 수 있다. 가위질을 할 수 있는 아이라면 모든 장식을 쉽게 만들 수 있을 정도로 간단하다. 책의 뒤표지에는 접기 방법을 알려 주는 QR 코드가 있어 영상으로도 접는 방법을 배울 수 있다.

또한, 스웨덴의 유명 일러스트레이터 겸 디자이너 캐럴라인 조핸슨이 직접 그린 장식 종이가 들어 있다. 쿠키, 선물, 양말, 눈꽃과 순록, 산타클로스와 눈사람 등 크리스마스 분위기가 물씬 나는 그림들로 가득하다. 북유럽의 깨끗한 자연을 연상시키는 그래픽적인 패턴, 차분하고 안정감 있는 세련된 색의 매치, 직선과 사선의 생동감 있는 조화 등이 장식 종이의 특징이다."
마음,"2006년 KBS TV에서 인기리에 방영된 다큐멘터리 '마음'은 '인간의 마음이 과연 무엇일까?'라는 근본적인 물음에서부터 시작된 탐구를 담고 있었다. 당시 시간 제약상 방영되지 않은 다량의 소중한 자료를 책으로 담고, 국내외 저명한 학자들이 소개하는 마인드 컨트롤 방법을 다뤘다.

책의 주제는 간결하고 명확하지만, 이에 대한 설명과 근거를 위해 뇌과학, 신경학, 심리학, 정신분석학 등 과학의 여러 분야가 인용된다. 눈에 보이지는 않지만 인간의 정신력을 이끄는 마음의 존재를 과학적 실험과 이론으로 증명해보이고, 의학적으로 분석하는 절차를 제시한다. 그리고 마음의 신비하고 복잡한 작용을 실례와 뇌영상 사진을 통해 객관적으로 보여준다."
내 강아지 오래 살게 하는 50가지 방법,"수의사가 제안하는, 내 강아지를 위한 지침서. 반려견이 누리는 생활의 질을 향상시키고 보다 올바른 노하우를 얻을 수 있는 50가지 방법을 제안하는 책이다. 개를 오래 살게 하는 환경에서부터 운동, 식생활, 질병이나 부상의 조기발견, 노견과 행복하게 사는 지혜까지 다룬다.

책속 부록에는

부록01 긴급사태를 대비해 준비해야 할 것-직접 구입하면 저렴하다
부록02 건강 체크/케어 리스트
부록03 바디컨디션 스코어를 목표로 체중관리-직감에 의존하지 말고 확실한 기준으로 체크한다
부록04 개와 사람의 나이 대조표-2년이 지나면 완전히 어른!

을 정리해 두었다."
나는 침뜸으로 승부한다,"침과 뜸의 대가 '구당 김남수 선생의 침뜸이야기'를 들려준다. 평생 침과 뜸을 이용해 병을 낫게 해주는 재미로 살아온 94세 김남수 선생의 주옥같은 임상경험담을 생생히 기록하였다. 병의 뿌리는 무엇인지, 침구사들은 어떻게 병을 진단하는지, 병을 부르는 잘못된 생활 습관은 무엇인지 등을 설명하며 침과 뜸에 관한 총체적인 지식을 전수한다."
3개월에 12kg 빼주는 살잡이 까망콩,"체중이 100킬로그램이 넘은 지은이가 검은콩을 만나 넉 달 만에 50여 킬로그램을 뺀 이야기를 담고 있다. 검은콩 다이어트는 찐 검은콩과 두부로 시작하는 아침, GI 지수만 체크하면 되는 점심, 가벼운 저녁, 그리고 집 주변에 있는 쇼핑몰에서 워킹을 하는 것이 전부다.

검은콩 다이어트는 괴로웠던 지금까지의 다른 다이어트와 달리 생활 습관만 약간 수정한다는 점에서 다이어트라기보다는 라이프스타일이다. 생활로 즐기기 때문에 힘들게 다이어트를 하지 않아도 된다는 점이 이 책에서 안내하는 '검은 콩 다이어트'의 가장 큰 장점이다.
<저자 블로그> 보러가기
<저자 동영상> 보러가기"
면역혁명,"세계적인 면역학자인 지은이가 면역학의 최신 성과를 총괄해서 대중적인 언어로 풀어낸 면역학 안내서이자 건강한 생활을 위한 친절한 조언을 담은 건강 매뉴얼. 지금까지의 면역에 대한 이론을 임상의 예를 들어 이론적인 설명과 함께 쉽게 풀어냈다.

지은이는 지나친 분석주의와 단편적인 지식에 대한 집착, 약물남용과 환자의 심리상태에 대한 경시 등을 현대의학의 한계로 보고 왜, 지금 현대의학은 '면역'이라는 기초의학에 중점을 두어야 하는지를 설명하고 있다."
간고등어 코치 S라인 부탁해,"MBC <일요일 일요일 밤에> '차승원의 헬스클럽'로 유명해진 간고등어 코치가 제안하는 여자 몸만들기 비법!. 여성들이 가장 애용한다는 '무조건 굶기'와 '무작정 달리기' 같은 주먹구구식의 노력으로는 요즘 대세인 '라인이 살아있는 몸매'를 만들 수 없다.

저자는 근력운동을 통해 날씬하고 탄력적인 몸매를 만드는 방법을 상세히 일러준다. 체지방을 줄이고 라인을 살리는 4주 집중 다이어트 프로그램, 처지는 물렁살을 탄탄하게 조이는 부위별 집중 운동법, 완벽한 S라인을 완성하는 짐볼 운동까지 집에서 할 수 있는 운동법으로 크게 세 개의 파트를 구성했으며, 책을 펼치면 바로 시작할 수 있을 만큼 모든 동작을 상세하게 비디오 식으로 보여주는 것이 특징이다.

단순히 운동법뿐만 아니라 책 곳곳에 간고등어 코치의 경험담과 식이요법, 연예인들의 몸만들기까지 소소한 읽을거리들을 수록했다. 8년간 웨이트 전문 트레이너로 일하면서 여자들이 어떤 몸매를 원하는지, 운동할 때 무엇을 가장 어려워하는지 경험했기 때문에 즉시 실천가능한 유용한 노하우를 제공한다."
미스티카 (양장),"아름답고 신비로운 도안과 색감으로 20만 SNS 독자들에게 사랑받는 일러스트레이터 다다쵸의 첫 번째 컬러링북이다. 그동안 인스타그램과 페이스북 등을 통해 만나왔던 다다쵸 작가의 작품들과 새로운 작품을 추가하여 약 30여점의 도안을 수록하였다.

저마다의 개성과 매력이 느껴지는 작가의 아름다운 뮤즈들을 작가의 색감을 참조하면서 컬러링할 수 있게 양쪽 펼침면의 풀컬러로 실었으며, 180도로 시원하게 펼쳐지는 특수 제본과 색연필 이외에도 다양한 컬러링 도구를 사용할 수 있는 두꺼운 종이로 제작하였다."
잘 찍은 사진 한 장,"사진작가 윤광준이 20여 년에 걸친 촬영 체험을 바탕으로 구체적인 촬영 노하우를 전한다.

연애 시절 부인의 사진을 찍어주며 이뤄졌던 사진 수업, 40여 년 동안 자식들의 사진을 찍어주다 개인전까지 열게 된 할머니 이야기, 사람 사진 찍는 일이 공포로 변해버린 친구 이야기, 세계 최고의 생태 사진작가 구리바야시 선생을 만났던 이야기 등 직접적인 체험을 매개로 사진 찍는 노하우를 알려준다.

1장과 2장에서는 사진을 잘 찍기 위한 마음가짐과 자세 등을 저자의 경험에 비추어 편안하게 적어 재미있게 읽을 수 있도록 배려했다. 특히 3장에서는 카메라, 렌즈, 필름, 빛, 노출, 구도 등 매 꼭지마다 촬영자가 알아야 할 다양한 정보들을 주제에 따라 서술했다. 덧붙여 각 꼭지 뒤에는 렌즈 종류, 피사계심도, 필터, 카메라 종류, 색온도 등 꼭 필요한 정보를 따로 정리했다.

본문에 배치한 150여 컷의 사진을 통해 저자가 설명하고자하는 사진 기법을 한눈에 이해할 수 있도록 돕는다."
치매예방용 시리즈 2 : 어른들의 추억 색칠하기,"치매예방용 시리즈 2권. 사람들의 즐거운 시간들을 이미지화하여 그림으로 담은 어른들을 위한 추억 색칠하기 책이다. 어른들의 치매예방을 위하여 어른들의 놀이와 생활 문화를 한 권의 책으로 엮어, 즐거운 뇌운동을 위한 그림 그리기 책으로 제작되었다. 그림을 그리는 동안에 우뇌와 좌뇌의 활발한 운동을 유도하여 치매를 에방하며 소중한 기억들과 감성을 소통하는 <어른들을 위한 추억색칠하기 시리즈> 중 제 2권 '영화와 드라마' 편이다.

<어른들을 위한 추억 색칠하기>는 판화작가이며 교수인 남천우씨가 미국 버팔로의 뉴욕주립대 미술관, 뇌신경의학과, 사회복지학과의 협업으로 제작한 치매예방 프로그램을 응용하여 만든 책이다. 또한 본 책의 구성요소인 색칠하기 샘플 이미지는 현재 PARC에서 활동 중인 청년작가들의 재능기부로 그려진 이미지이다. 한국 장년층 세대의 정서적 안정과 뇌운동을 유도하여 치매 예방에 도움이 되도록 간편한 색칠하기 책으로 엮었다."
더 조디악 인 스크래치 북,"태어난 날로 구분되는 열두 별자리의 아름답고 섬세한 그림과 해설을 담았다. 각 별자리의 특징적인 성격을 비롯해서 애정운과 우정운, 지배성과 기질, 좋은 궁합의 별자리 등 궁금해 했던 별자리 운세도 확인할 수 있다. 이윤미 작가의 환상적인 그림이 독자들을 우주의 무중력 공간으로 안내한다."
공복 최고의 약,"‘공복’이란 말을 들으면 배가 고파 괴로워하는 모습이 떠오르겠지만, 이 책에서 말하는 ‘공복’이란 ‘음식을 먹지 않는 상태’라고 생각하면 된다. 공복 시간을 만들면 우선 내장이 충분한 휴식을 취할 수 있고, 혈당치도 서서히 내려간다. 또한 음식을 먹고 나서 10시간 정도가 지나면 간장에 저장된 당이 소진되기 때문에 지방이 분해되어 에너지로 쓰이게 된다. 그리고 16시간이 지나면 몸이 지니고 있는 자가포식(autophagy) 구조가 작동하기 시작한다.

자가포식이란 ‘세포 내 오래된 단백질이 새롭게 만들어지는 활동’으로, 세포가 기아나 저산소 상태에 빠졌을 때 활성화된다고 한다. 신체의 질병과 노화는 세포가 늙거나 파괴되면서 발생한다. 특히 세포 내 미토콘드리아(호흡을 하여 에너지를 만들어 내는 중요 기관)가 늙으면 세포에 필요한 에너지가 줄고 활성산소가 증가한다고 한다. 자가포식에 의해 오래되거나 파괴된 세포가 내부에서 새롭게 만들어지면 질병을 멀리하고 노화의 진행을 멈출 수 있는 것이다."
디즈니 곰돌이 푸 행복 다이어리 2021,"곰돌이 푸와 친구들의 명대사도 함께 만날 수 있는 《디즈니 곰돌이 푸 행복 다이어리 2021》. ‘내가 쓰는 목차’부터 월 달력과 주간 스케줄러까지 모두 스스로 채워 넣는 ‘만년 다이어리’ 형식이다. 1일부터, 혹은 월요일부터 시작해야겠다는 강박 없이 내가 원할 때부터 당신의 일상을 천천히 채워보자.

페이지 중간중간 곰돌이 푸와 친구들의 명대사들을 만날 수 있다. “하지만 내가 제일 좋아하는 건 아무것도 하지 않는 거야.”, “발견해서 다행이다. 아니면 못 봤을 테니까.” “일을 마치고 나면 알게 될 거야, 즐거웠다는 걸.” 등 당신의 일상에 힘을 주는 멋진 대사들을 만나보자."
붓펜 하나로 시작하는 캘리그라피,"한 글자부터 시작해 긴 문장까지 차근차근 배울 수 있도록 따라쓰기 페이지와 함께 구성했다. 저자의 탄탄한 실전 경험을 살려 수강생들이 주로 어려워하는 점을 콕콕 짚어 담아냈다.

책을 따라 연습하다 보면 자신만의 개성 있는 글씨체를 쓸 수 있고, 완성된 작품을 선물이나 소품으로 활용할 수도 있다. 쉽게 시작해 오랫동안 즐기는 붓펜 캘리그라피로 마음속 소중한 이야기들을 수려하게 풀어내보자."
코바늘 손뜨개,"코바늘 손뜨개를 처음 하는 초보자도 쉽게 따라할 수 있도록 안내한 책이다. 두터운 레이스 실과 가는 손뜨개용 실을 이용하여 짧은 시간 안에 빠르게 작품을 완성할 수 있도록 도왔다. 모티브로 연결하는 도일리부터 생활용품, 기성복에 레이스 장식을 붙인 패션소품 등 일상생활에서 사용할 수 있는 소품을 중심으로 구성했다.

기본 손뜨개 방법 몇 가지만 익혀두면 여러 가지 방법으로 응용이 가능해서 초보자들도 도일리(컵이나 찻잔 아래에 받치는 작은 매트), 목걸이, 테이블 클로스, 가방, 오너먼트, 스카프, 양산 등 여러 가지 소품을 완성할 수 있다. 또한, 누구나 코바늘 손뜨개와 좀 더 가까워질 수 있도록 기본 손뜨개 방법을 자세하고 친절하게 소개했으며, 초보자의 눈높이에 맞춰 각 작품별 도안을 큼직하고 알아보기 쉽게 실었다."
프랑스 화이트워크 A to Z,"흰 천에 흰 실로 스티치를 놓는 화이트워크는 고대 이집트부터 시작해 현재에 이르기까지 거의 모든 문명과 문화에서 볼 수 있는 자수 기법이다. 에어셔 자수, 브로드리 앙글레즈, 캔들위크, 캐릭마크로스 자수, 헤데보 자수, 마데이라 자수, 마운트멜릭 자수, 섀도워크, 탬부어 자수 등 다양한 서피스 자수(표면자수)와 컷워크 기법을 소개하였다. 주요 화이트워크 기법에 대한 상세한 설명과 단계별 사진을 실어 초보자도 손쉽게 따라 할 수 있다. 은은하고 섬세한 화이트워크의 매력을 느낄 수 있을 것이다."
원정혜의 해피해피 요가 다이어트,"SBS '장미의 이름', EBS '문화센터' 등 각종 TV 프로그램을 통해 요가 다이어트를 대중화시킨 원정혜 박사의 다이어트 스토리와 요가 다이어트법을 담았다.

요가는 겉보기에 동적인 운동이 아니지만 정적인 동작 하나하나 속에서 유산소 운동 못지 않은 운동효과를 발휘한다. 복식호흡으로 많은 양의 산소가 체내에 공급돼 비만의 원인인 지방질을 태워 없애고 신진대사 전 과정을 활발하게 촉진한다. 내부적인 건강을 높이면서 밖으론 군살을 빼주는 것이다.

요요현상도 없고, 피부가 쭈글쭈글해지는 현상도 없다. 빈혈이나 관절 손상, 위장 장애 같은 부작용도 없다. 자연상태로 돌아간다. 또한 요가는 몸의 군살뿐만 아니라 마음의 군살까지 빼준다. 수행과정에서 집착과 욕심을 버리고 마음의 평화를 얻게 되니 말이다.

78kg에서 51kg으로 변신하는 과정을 보여주는 사진들도 군데 군데 들어가 있다. 51kg으로 웃고 있는 그녀의 박사학위 사진은 모델처럼 어여쁘다."
고구마가 내 몸을 살린다,"한 여자가 심장병, 위장질환, 간질환, 신장병, 손발이 마비되는 증상 등을 혼자의 힘으로 치유했다. 이 책은 그녀의 경험을 바탕으로 비싼 건강보조식품이나 약에 의존하지 않고 스스로 건강해지는 법을 풀어놓는다. 그 비법은 바로 자연율례(인간을 포함한 이 세상의 모든 것은 자연의 섭리에 따라 움직인다는 뜻). 자연율례에서는 올바른 섭생과 생활습관을 중요시하며 고구마 식사를 대안으로 제시한다."
헬스의 정석,"강하고 아름다운 몸 만들기의 정석을 총망라한 책으로 저자는 네이버 파워블로거 수피다. 헬스에 대해 우리가 알아야할 몸, 운동, 영양에 대한 기본 개념부터 운동과 다이어트의 실전 팁까지 두루 담아 질적으로나 양적으로 제목 그대로 정석이다. 편법이나 요령에 휘둘리지 않고 진짜 운동을 하겠다고 마음먹었다면, 운동을 하고 다이어트를 해도 몸에 변화를 느끼지 못한다면 이 책이 답을 줄 것이다.

몇 주 만에 몸짱이 되는 눈 돌아가는 운동법이나 한 달에 10kg을 빼주는 신통방통한 다이어트 비법 따위는 없다. 대신 생리학을 기초로 운동과 영양 섭취가 우리 몸에 작용하는 원리를 쉽고 명쾌하게 알려준다. 원리를 알아야 스스로 자기 몸을 관리할 수 있기 때문이다. 자기 몸에 대한 이해나 운동과 영양에 대한 지식 없이 온갖 속설로 무장한 채 헬스장에서 땀 흘리고 닭 가슴살을 열심히 먹는 대신, 대체 우리가 알아야 할 헬스 상식이라는 게 뭔지 알아보자."
스펀지 2,"책으로 만나는 '스펀지' 두 번째 권. 이번에는 2004년 3월부터 2004년 8월까지 방송된 20회분을 엮었다. 컴퓨터 마우스의 이동거리 단위는 미키다, 사람의 콧바람 세기는 양쪽이 서로 다르다, 손기정 선수의 월계수는 월계수가 아니다 등 112개 지식과 13개 스펀지 연구소가 담겨 있다. 특별기획으로 '우리나라의 특별한 마을 이름'도 실었다."
아미노산 내 몸을 살린다,"아미노산은 신체 유지와 생명 유지에 가장 기본적인 부분을 구성하고 있는 우리 몸의 바탕이다. 이 책은 아미노산의 힘이 우리 건강에 미치는 영향을 알기 쉽게 쓴 책으로, 우리 몸의 바탕인 단백질이 건강할 때, 바로 우리 몸의 부분 부분도 건강할 수 있고, 질 좋고 흡수가 빠른 천연 아미노산을 섭취하는 것이 다른 어떤 영양제를 먹는 것보다 질병을 예방하고 건강하게 장수할 수 있는 방법임을 말하고 있다."
평화가 깃든 밥상,"자연 요리 연구가이면서 세계적인 라자요가 명상학교인 브라마쿠마리스 학생이며, 단식 캠프 강사이기도 한 지은이가 자연 속에서 소박하게 살며 개발한 자연 요리 레시피를 담은 책.

만들기 쉽고 속 편한 열두 밥상과 쌀알이 쫀득쫀득 살아있어 원기 회복에 그만인 일곱 죽상, 아이들에게 안심하고 먹일 수 있는 영양 많은 간식, 시원하고 맛있게 담그는 다섯 가지 김치, 생채소 요리를 더욱 맛있게 먹을 수 있는 효소와 소스는 요리와 함께 살아온 저자의 지난 30년의 삶 속에서 추리고 추린, 일종의 자연 요리 커리큘럼이 담겨 있다.

또한 자연이 어떻게 더불어 살아가는지, 우리가 먹고 산다는 것은 어떤 의미인지에 대한 에세이를 통해 음식을 만들고 먹는 행위에 대한 새로운 의미를 찾아갈 수 있도록 돕고자 한 책이다."
체간 리셋 다이어트,"일본 아마존 베스트셀러 1위!, 일본 전 서점 50주 연속 베스트셀러!, 출간 후 120만 부 판매!, 2017년 가장 핫한 다이어트 책! 3만 명의 체형을 변화시킨 세계적인 바디 메이크 트레이너 사쿠마 겐이치의 힘들이지 않는 다이어트법이 담겨있다.

일본을 대표하는 모델, 연예인, 미인대회 참가자의 몸매를 아름답게 바꿔주는 바디 메이크 트레이너 사쿠마 겐이치는 아름답고 균형 잡힌 몸매를 만들려면 ‘체간근’을 키워야 한다는 것을 알게 되었다. ‘체간’이란 척추동물의 몸 가운데 축을 이루는 부분으로 머리부터 허벅지 위쪽까지 해당된다. 체간의 다양한 근육을 사용하면 등이 꼿꼿해지고 골반이 바로 서면서 바디라인이 살아난다. 일반인이 평소에 사용할 일이 별로 없지만 늘 바른 자세를 유지해야 하는 모델들은 이곳의 근육이 탄탄한 덕분에 항상 날씬한 몸매를 유지할 수 있다.

다이어트에서 근육량이 늘어나면 기초대사량이 올라가 살이 빠진다는 것은 상식이다. 그러나 기존의 다이어트는 특정 부위의 근육만 키우므로 다이어트가 끝났을 때 근육이 고르게 발달하지 않아 요요 현상이 오기 쉽다. 또한 지나친 식단 조절로 다이어트를 중지하면 근육이 손실되기도 한다. 체간 리셋 다이어트는 전신의 근육을 균형 있게 발달시켜 잘 빠지지 않던 군살이 자연스럽게 빠지면서 기초대사량이 높아진다. 2개월간 운동을 지속하면 몸이 근육을 사용하는 데 익숙해져 운동을 그만두어도 요요가 오지 않는다."
