title,summary
기술 의학 윤리,"20세기 생태철학자 한스 요나스는 1979년에 발표한 <책임의 원칙>에서 생명에 대한 보편적 관심의 차원에서 이해되어야 할 자연에 대한 인간의 책임을 강조하고, 이 책 <기술 의학 윤리 - 책임 원칙의 실천>을 통해 그것을 어떻게 실천해야 하는지 다루고 있다.

한스 요나스는 기술 발전과 윤리의 조화에 대해, 기술은 인간이 행하는 권력이므로 윤리학적 반성의 대상이 될 수밖에 없다고 말한다. 즉 ""기술은 행위의 한 형태이며 모든 인간 행위는 도덕적 검토에 노출되어 있다는 사실에서 비롯된다""는 것.

한스 요나스 가 볼 때, 우리에게 필요한 것은 기술이 갖는 권력을 통제할 능력과 책임감이다. 권력은 책임을 수반해야 하며, ""책임의 요구는 권력 행위에 비례해서 커""진다. 그의 책임 범위는 현재 인류만을 의미하지 않는다. 그는 우리가 현재의 이익과 필요 때문에 미래 인류의 삶을 함부로 다뤄도 괜찮은지, 우리의 행위가 정당한지 묻는다.

인간이 인간답게 살고 죽을 수 있기 위해 그가 제시한 책임 원칙은, 우리가 과연 인류의 미래를 위해서 하는 일이 진정 우리 자신과 미래의 후손에게 득이 되기만 할 것인가 하는 문제에 대해 진지하게 고찰해볼 수 있는 기회를 제공한다."
우주의식의 창조놀이,"엔지니어이자 발명가, 신비가인 저자 이차크 벤토프가 안내하는 우주의 순수의식, 그리고 그 너머에 있는 무언가를 찾고자 하는 여행. 저자는 60여 컷의 만화적인 삽화와 비유, 그리고 유머를 곁들여 존재의 본질을 설명하고 열반과 공空의 장관을 우리에게 선보인다.

짧게 벤이라 불리는 이 책의 저자는 관심 범위가 매우 광활하다. 우리는 누구일까? 어디로 가고 있을까? 진화의 목적은 무엇일까? 의식이란 무엇일까? 책은 우주의 모델, 절대계의 성질, 창조자의 모습, 현상계, 열반, 진아 등의 형이상학적 개념을 들어 세계를 설명한다.

하지만 결코 애매모호한 철학적 용어들을 나열하는 것은 아니다. 그는 높은 의식 상태에서 살았지만, 그가 적거나 말한 것은 그 차원으로부터 직접 나온 것일 뿐이며, 현학적 수사는 부차적인 것이다. 그는 단지 '장차 과학자들과 관심을 가진 아마추어들에게 사유의 실마리'를 제시하고자 함이라고 말하고 있다."
신체 설계자,"애덤 피오리는 첨단 기술이 우리의 인간성을 향상시킬 수 있다면, 새로운 변화를 받아들일 가치가 있다는 낙관적인 메시지를 던진다. 지난 세기에 인류는 대규모 공학의 전환점에 도달했다. 발명 재능이 폭발적으로 발휘되면서 물리적 한계를 넘어서는 기술적 쾌거들이 줄줄이 등장했다. 엠파이어스테이트 빌딩 건설, 비행기 발명, 달 착륙 등이 대표적인 사례다.

오늘날 공학자들은 신체 내부를 탐구하고 있다. 이제 새로운 프런티어는 인간 신체다. 부상당한 사람의 잃어버린 신체 기능을 복원하고, 우리 모두의 잠재력을 해방시키는 연구가 진행 중이다. 4차 산업혁명의 또다른 종착지는 인체의 개량과 증강이 될 가능성이 크다. 미국의 저널리스트 애덤 피오리가 오늘날 생체공학의 첨단 분야들을 취재하여 쓴 <신체 설계자>는 우리에게 곧 다가올 미래의 모습을 담담하게 보여준다."
뛰고 보니 과학이네?,"운동의 원리를 중.고등학교 과학 교과 과정에서 중요하게 다루는 개념과 접목해 쉽게 설명한다. 예를 들어 운동장에서 하는 슬라이딩에서 뉴턴의 관성의 법칙을 설명하고 자전거 타기로 운동량 보존의 법칙을 소개한다. 인라인스케이트를 탈 때 관찰할 수 있는 힘의 분해, 팽팽한 줄다리기에서 생기는 힘의 합성을 살펴본다.

이뿐만 아니라 2018년 평창 동계올림픽에서 최고의 화제였던 컬링부터 피겨 여왕 김연아의 점프 기술, 화려한 바나나킥이 있는 축구, 야구 투수의 커브볼까지 온갖 스포츠를 망라한다. 더 나아가 대중교통, 영화, 게임 등 생활 속의 다양한 순간으로 폭을 넓힌다.

물리법칙을 직접 체험하는 방법을 제안하는 ‘땀나는 실험’ 코너는 아령과 회전의자를 이용한 실험, 플랭크 자세, 시소 타기 등 일상에서 쉽게 따라해 볼 수 있는 활동으로 구성했다. 이를 통해 평소 당연하다고 여기는 것을 하나씩 되돌아보면서 물리 공식을 온전히 내 것으로 만드는 힘을 기를 수 있다."
임상병리 혈액학,"제3판은 오류 부분을 바로잡고 일부 사진과 내용을 새롭게 하였으며, 특히 골수계혈액종양 부분은 2017년 개정된 세계보건기구 분류를 채택하여 개정하였다."
"진화의 산증인, 화석 25","고생물학자 도널드 R. 프로세로는 선캄브리아대 남세균 덩어리들부터 오늘날 인간에 이르기까지 거의 모든 생명체의 진화사를 탐구한다. 우리는 프로세로와 함께 다양한 생물의 기원을 추적하고, 한 종류의 유기체가 다른 종류로 전이되는 과정을 엿보며, 눈이 휘둥그레질 정도로 거대하고 기괴한 과거 멸종동물을 보게 된다. 이 책에 소개된 화석들은 오늘날 우리가 경험할 수 없는 과거 지구 생물상의 단면을 보여줌으로써, 우리의 눈을 열고 잃어버린 과학적 상상력을 되찾아줄 것이다."
스포츠의 과학,"사이언티픽 아메리칸 7권. 올림픽에서 선수들은 최고를 가리기 위해 경쟁한다. 오랜 시간 엄청난 노력을 쏟은 선수들은 누구나 육체적.정신적으로 잘 훈련되어 있지만, 승자와 패자가 나뉘게 마련이다. 그럼 우승자와 나머지 선수들을 가르는 핵심 요소는 무엇일까? 이 책에서 그 해답의 일부를 알려주고 있다.

우선 뛰어난 선수의 머릿속에선 어떤 일이 일어나는지, 정신력을 강화하는 훈련법이 따로 있는지 등 승리의 심리학에서부터 이야기를 풀어나간다. 또한 이른바 ‘섬(insula)’이라는 뇌 속의 작은 부위에서 기량이 차이 나는 이유를 찾아보기도 한다. 일부 선수들은 한계를 뛰어넘기 위해 불법 약물과 유전자 조작의 유혹을 받는다. 선수들이 도핑에 빠져들지 않는 환경을 만드는 것이 더 중요하다고 강조하며 그 해결법을 제시한다.

최고가 되기 위해서는 여러 부상의 위험을 감수해야 한다. 이 책에서는 뇌 질환으로 발전할 수 있는 뇌진탕 사고가 빈번한 경기에 대해 사회적 질문을 던지기도 한다. 한편 기량을 겨루는 경기에서 사용되는 여러 장비에 대한 사회적 합의 과정과, 장비에 적용된 과학적 기술을 소개한다."
Mathpedia 수학용어사전,"영어를 기본으로 하는 미국 수학을 예제와 그림을 통해 개념 원리를 설명한 책. AA 닮음: AA(Angle-Angle) Similarity Postulate에서 제로 벡터: Zero Vector, 존: Zone까지 수학을 하기 위해 알아야 될 용어들이 알파벳순으로 정리하였으며, 용어를 뒷받침하는 다양한 예문과 도형, 도표들을 풍부하게 실어 이해를 돕고 있다."
과학공화국 생물법정 7,"초등학생과 중학생의 눈높이에 맞추어 쓴 쉬운 생물 이야기. 동물에 관한 궁금증을 사건, 사고 형식으로 만들어 이를 재판을 통해 알아본다는 설정이 특징이다.

1권에서는 '생물의 기초'를 다룬다. 우주선 안에서 방귀 냄새 때문에 벌어진 '방귀 재판'이 시작되고, 방귀는 어떤 생리현상일까? 몇 년 만에 나타난 매미를 죽인 사람 때문에 풍년이 안 들 것이라고 고소한 마을 사람들, 매미와 농사는 무슨 상관이 있을까? 등 흥미로운 질문들에 답하며 상식을 쌓아가게 한다.

2권에서는 '동물'을 다룬다. 산에서 뱀을 만났을 때 대처방법, 옆집의 개가 시끄럽게 짖을 때 해결 방법, 고양이 먹이에 반드시 들어갈 요소 등의 지식을 이야기한다. 사건을 통해 해결에 이르는 길까지 재판관의 변호사, 증인들의 입을 통해 밝혀진다.

신기한 곤충의 세계를 소개하는 3권은 개미, 나비와 거미 같이 일상에서 쉽게 볼 수 있는 곤충 이야기를 가볍고 재미있게 읽을 수 있도록 설명했고, 곤충의 생태 원리를 심도 있게 다루고 있다.

5권 '식물'에서는 우리 생활에서 일어나는 여러 재미있는 사건들을 통해 식물의 특징과 생태에 대해 살펴본다. 꽃과 잎, 과일, 채소, 난초, 수련, 도깨비바늘, 산호, 파리지옥 같은 식물의 생태에 대해 소개한다.

6권 <자극과 반응>에서는 단순히 재채기를 하고 열이 나는 것이 아니라 재채기를 할 때 눈을 감는 이유, 어른이 열이 나는 것과 갓난아기가 열이 나는 것이 다르다는 것 등을 설명한다. 과학적인 원리와 개념을 초등학생과 중학생 독자들이 이해하기 쉽도록 풀어서 설명한다.

7권 <유전과 진화>에서는 '멘델의 법칙'을 비롯한 상위 유전, 한성 유전, 색맹, 미맹, 순종과 잡종 등의 다양한 유전 법칙과 원리가 실질적으로 우리들에게 어떻게 적용되고 있는지 재미있는 사건을 통해 다루고 있다. 또 자식의 혈액형이 부모의 혈액형에 의해 어떻게 결정되는지, 혈우병은 어떤 방식으로 유전되는지 등을 하나하나 짚어 준다.

8권 <신기한 생물>에서는 동물원에 가서도 볼 수 없었던 동물들의 신기한 장면 장면이 재미있는 사건과 사고로 펼쳐진다. 생치 변호사와 비오 변호사의 법정 공방으로 숨어 있던 과학적 이야기가 술술 풀어헤쳐지고 있다.

9권에서는 아름답게만 보이는 해양생물들에 관해 속속들이 파헤쳐 보고 해양생물을 다룰 때 주의해야 할 사항들을 조목조목 짚어 주고 있다. 해삼, 오징어, 전복을 비롯하여 바다나리, 수지맨드라미같이 동물인지 식물인지 구별하기 힘든 아름다운 생물들까지 등장한다."
인류의 기원,"영국의 오리온 출판 그룹에서 기획한 과학 교양서 시리즈 '사이언스 마스터스'를 우리 말로 옮겼다. 대우주를 다루는 천문학에서 인간이라는 소우주의 핵심으로 파고드는 뇌과학에 이르기까지 과학계에서 뜨거운 논쟁을 일으키는 주제들과 기초 과학의 핵심 지식들을 각 분야의 전문가가 알기 쉽게 소개하고 있다.

최초의 인간은 누구인가? 우리는 언제 어디서 다른 영장류로부터 갈라져 나왔는가? 우리는 잔인한 사냥꾼의 후손인가, 온순한 정착민의 후손인가? 언어 발달이 먼저인가, 두뇌 발달이 먼저인가? 등 수수께끼로 가득 차 있는 인류 진화의 역사.

뜨거운 아프리카 사막과 유럽의 구석기 동굴 속에서 인류 조상의 흔적을 찾아온 리처드 리키가 현장 연구를 바탕으로, 1000만 분의 1의 확률로 발견되는 화석을 찾아다니는 사람들의 이야기와, 그 희미한 흔적으로부터 읽어 낸 인류 진화의 역사를 들려준다. 인류의 기원을 탐색해 나가는 저자의 모습이 감동적으로 그려진다."
