title,summary
"강아지 훈련, 시키지 않아도 됩니다","반려견과 반려견 교육에 대한 오해와 편견은 무엇인지, 긍정적으로 교육하고 교감하기 위해선 어떻게 하는 것이 좋은지, 반려견이 행복하고 더불어 보호자도 행복하기 위해선 어떻게 해야 할 것인지에 대해 그 방향을 제시하는 데 중점을 두었다.

저자는 혼내거나 강제하지 않고 서열·복종을 강요하지 않고도 반려견을 키우고 교육할 수 있다는 점을 강조하며, 강아지 훈련은 ‘통제’와 ‘강제’가 아닌 반려견 스스로의 판단에 의해 사람이 원하는 행동을 선택하여 자발적으로 행동할 수 있도록 이해시켜주고 기다려 주는 것임을 말하고 있다. 책을 읽다 보면 유용한 팁들도 자연스레 익힐 수 있게 되고 반려견과 반려견 교육에 대한 새로운 눈을 뜨게 될 것이다."
멘사코리아 퍼즐 컬렉션,"깜짝 놀랄 만한 소식이 있다. 지능지수에 대해 여러 해에 걸쳐 연구한 결과, 우리나라 국민의 평균 아이큐가 세계 1위로 나타난 것이다(홍콩 제외). 한국에서 처음 실시됐던 멘사 테스트도 한국인들이 지능적으로 얼마나 큰 잠재력을 지녔는지 알게 해준다.

1996년 150여 명이 응시한 이 테스트의 합격률은 무려 66%로, 기존 멘사 가입국에 비해 월등히 높은 합격률이었다. 이후 한국에서 실시된 거의 대부분의 테스트에서 만점자가 나오기도 했다. 이는 국제멘사 본부에서도 놀랄 만큼 전 세계적으로 드문 현상이다. 그러한 멘사코리아의 퍼즐 위원회가 펴내는 최초의 책이다. 이제껏 국내에 출간된 멘사 퍼즐 책은 영국 멘사가 펴낸 것이었으나 이제는 ‘한국판 멘사’를 즐길 수 있게 된 것이다.

책은 수리.도형.논리.대수.집합 등 수학적 원리를 응용한 대표적인 유형을 총망라하여 실었다. 클래식한 퍼즐을 난이도별로 제시한 영국판 멘사에 전통적 권위가 있다면, 한국판 멘사에는 참신한 아이디어와 장르 결합적 응용력이 있다. 독자들은 책 속에 실린 175개의 문제를 풀어가며 퍼즐 풀이의 즐거움을 맛봄과 동시에 멘사 회원 수준의 두뇌 개발 또한 이룰 수 있을 것이다."
처음 시작하는 허브,"허브는 그 종류만큼이나 활용법 또한 다양하다. 잎, 가지, 꽃까지 어느 것 하나 버릴 것 없이 없이 요리에 이용하기도 하고, 따듯한 물에 우려 티로 즐기기도 한다. 뿐만 아니라 DIY, 미용 등에 이용하며 꽃은 그대로 말려 포푸리로 오래도록 간직하기도 한다. 재배법 또한 간단해서 누구나 쉽게 집에서 기르고 즐길 수 있다. 이러한 허브에 대한 모든 것을 이 한 권의 책 안에 담아냈다.

허브를 처음 접하는 초보자도 쉽게 허브에 대해 익히고 활용할 수 있도록 재배법부터 활용법, 허브의 종류와 특성에 대해 다양한 사진과 함께 설명하고 있다. 36년 전통의 일본 유명 허브 아로마세러피 전문점 <생활의 나무>에서 그동안의 노하우를 그대로 집약한 이 책은 수많은 종류만큼이나 큰 매력을 지닌 허브에 대해 상세하게 알려준다.

책을 통해 허브를 접하는 데에 그치지 않고 직접 허브를 체험할 수 있도록 부록으로 한국의 대표적인 허브 농장들의 소개와 할인 쿠폰을 넣었다. 수십 수백 가지의 허브를 직접 눈으로 즐기고 맛볼 수 있는 기회를 가져보길 바란다."
세포를 살리는 천연산물,"천연산물을 이용한 영양요법을 각 질병별로 구체적으로 제시함으로써 현대의학이 이룰 수 없는 완치의 해답을 알려주는 책이다. 자연에서 추출한 여러 가지 성분들은 오래전부터 약용으로 사용되고 있지만, 천연산물은 효능이 입증되었다고 해도 상품성이 없기 때문에 외면당하는 사례가 많다. 진통제 한 알로 연간 수백억 대의 매출을 올릴 수 있는데 굳이 돈도 되지 않는 천연산물 연구에 매달려 질병을 근치하는데 투자할 필요는 없다는 계산이다.

디스크나 관절염, 자가면역질환, 암 등 모든 병의 원인은 세포의 변질, 즉 유전자의 변이에 있다. 우리는 이미 어떤 부작용도 없이 증상을 개선하고 각종 유전자 변이마저도 해소할 수 있는 훌륭한 물질들을 알고 있다. 버섯, 프로폴리스, 키토산, 상어 연골, 유황 등, 자연이 인류에게 제공하는 천연산물은 각종 난치병의 근원적인 해결책을 제시해 준다."
맛있는 양초 만들기,"파워블로거 마리암만이 소개하는, 세상에 단 하나뿐인 나만의 캔들 베이커리 만들기. 당장 한 입 베어 물어도 될 것처럼 맛있어 보이는 양초들을 만드는 방법을 소개한다.

양초를 만드는 기본 과정에서부터, 인테리어로도 손색없는 소품 캔들, 입맛을 돋우는 애피타이저 캔들, 커피보다 달콤한 디저트 캔들, 분위기를 돋우는 낭만 캔들 만드는 방법까지 소개한다.

마리암만는 자신의 캔들 레시피로 엄마와 아이가 같이 즐겁게 '나만의 특별한 양초'를 만들면서 소중한 추억을 쌓을 수만 있다면 더 바랄 게 없다고 말한다."
손금 좀 볼까요?,"손금에 대한 궁금증을 연애, 결혼, 직업, 재산, 건강의 5가지 큰 카테고리로 나누어 100컷이 넘는 일러스트와 함께 상세히 설명해주고 있다. 언제쯤 멋진 남친이 생길까? 졸업 후 직장은 원하는 곳에 취업할 수 있을까? 연봉은 얼마쯤 될까? 결혼은 누구와 언제쯤 할까? 노후생활은?

그러나 우리가 살고 있는 현실은 모든 것이 불투명하다. 하지만 미래를 운을 알 수 있는 조금한 힌트만 있어도 운명을 개척하는데 큰 도움이 될 것이다. 아마도 손금이 인생의 망망대해에서 길을 잃고 방황할 때 훌륭한 조타수 역할을 해줄 것이다"
정원과 식물,"식물 키우기와 정원 만들기를 위한 완벽한 가이드북. 식물의 분류방법과 생육환경, 토양, 병충해 방제, 그리고 정원의 조성과 관리까지 기본적이면서도 깊이 있는 내용이 담겨있다. 식물을 제대로 이해하고 싶은 사람들과 환경과 조경을 공부하는 학생들에게 유익한 지침서가 될 것이다."
미로 탈출! 숨은그림찾기,"알파벳 A부터 Z까지와 숫자 0부터 10까지의 미로가 준비되어 있고, 각각의 미로 속에는 무려 100개가 넘는 퍼즐이 숨어 있다. 복잡한 미로 속을 탐험하면서 그 속에 숨어 있는 퍼즐을 풀기 위해 집중하다 보면 그 어떤 휴식보다 달콤한 쾌감을 만끽하게 될 것이다."
내 몸이 가벼워지는 주스 다이어트,"주스 클렌즈와 스무디 클렌즈 식단을 기본으로 평소에 식사와 간식으로 활용할 수 있는 주스와 스무디, 로푸드 샐러드, 보식 단계에 꼭 필요한 스무디 보울과 스프, 디톡스 워터의 레시피를 담았다. 주스클렌즈란 물이나 시럽 등 다른 첨가물 없이 오로지 과일과 채소만을 그대로 착즙하여 체내 독성물질을 몸밖으로 배출하는 디톡스 요법이다.

세계적인 열풍을 일으키고 있는 주스·스무디 클렌즈 식단을 피토케미컬에 기준하여 다섯 가지 컬러로 나눠 구성했고, 누구나 쉽게 따라할 수 있는 레시피를 제시한다. 책속부록으로 로푸드 주스 일주일 식단과 로푸드 스무디 일주일 식단이 들어 있다."
스도쿠 365 Mini 미니북 중급 2,"영국과 유럽, 미국 등 전 세계에서 인기를 끌고 있는 스도쿠를 언제 어디서나 즐길 수 있는 사이즈로 만든 스도쿠365 미니북 시리즈의 고급레벨 책이다. 시리즈 4권에서는 각종 지면에서 볼 수 있는 일반 스도쿠보다 어려운 고난이도의 퍼즐 365+1문제를 구성하였다.

책은 팬시, 학습서에서 사용하는 피유알 재본으로 스도쿠를 풀 때 책이 완전하게 펼쳐지는 방식을 채용하였고 책 모서리를 둥글게 갈아내어 손이 다치는 일이 없도록 만들었다. 미니북은 95mm X 150mm의 크기로 휴대성에서 출퇴근, 이동시, 휴식시간에 풀기 좋고 한 손에 잡히는 크기이다. 독자의 건강을 위해 친환경인증의 콩기름잉크를 사용하여 인쇄하였다.

스도쿠는 수학자 레온하르트 오일러가 만든 그레코 라틴 스퀘어라는 수의 배열에 관련된 수학 공식 즉, 다차원 배열 ’(N×N 형식의 숫자 배열)에 대한 문제이다. 건강을 위해 매일 몸을 단련하는 것처럼 스도쿠는 우리의 기억력과 집중력을 강화해주는 막강한 두뇌 훈련 트레이너가 될 것이다."
